country_name,census_year,country_population,region_name,region_population
China,2018,"1,427,647,786",Shantou,"5,329,024"
China,2018,"1,427,647,786",Jinan,"4,335,989"
China,2018,"1,427,647,786",Zhengzhou,"4,253,913"
China,2018,"1,427,647,786",Changchun,"4,193,073"
China,2018,"1,427,647,786",Dalian,"4,087,733"
China,2018,"1,427,647,786",Kunming,"3,855,346"
China,2018,"1,427,647,786",Qingdao,"3,718,835"
China,2018,"1,427,647,786",Foshan,"3,600,000"
China,2018,"1,427,647,786",Puyang,"3,590,000"
China,2018,"1,427,647,786",Wuxi,"3,543,719"
China,2018,"1,427,647,786",Xiamen,"3,531,347"
China,2018,"1,427,647,786",Tianshui,"3,500,000"
China,2018,"1,427,647,786",Ningbo,"3,491,597"
China,2018,"1,427,647,786",Shiyan,"3,460,000"
China,2018,"1,427,647,786",Taiyuan,"3,426,519"
China,2018,"1,427,647,786",Tangshan,"3,372,102"
China,2018,"1,427,647,786",Hefei,"3,310,268"
China,2018,"1,427,647,786",Zibo,"3,129,228"
China,2018,"1,427,647,786",Zhongshan,"3,121,275"
China,2018,"1,427,647,786",Changsha,"3,093,980"
China,2018,"1,427,647,786",Urumqi,"3,029,372"
China,2018,"1,427,647,786",Shijiazhuang,"2,834,942"
China,2018,"1,427,647,786",Lanzhou,"2,628,426"
China,2018,"1,427,647,786",Yunfu,"2,612,800"
China,2018,"1,427,647,786",Nanchang,"2,357,839"
China,2018,"1,427,647,786",Dadonghai,"2,000,000"
China,2018,"1,427,647,786",Ordos,"1,940,653"
China,2018,"1,427,647,786",Jilin,"1,881,977"
China,2018,"1,427,647,786",Bayan Nur,"1,760,000"
China,2018,"1,427,647,786",Kunshan,"1,600,000"
China,2018,"1,427,647,786",Xinyang,"1,590,668"
China,2018,"1,427,647,786",Fushun,"1,400,646"
China,2018,"1,427,647,786",Luoyang,"1,390,581"
China,2018,"1,427,647,786",Guankou,"1,380,000"
China,2018,"1,427,647,786",Handan,"1,358,318"
China,2018,"1,427,647,786",Baotou,"1,301,768"
China,2018,"1,427,647,786",Xuchang,"1,265,536"
China,2018,"1,427,647,786",Yueyang,"1,200,000"
China,2018,"1,427,647,786",Anshan,"1,199,275"
China,2018,"1,427,647,786",Tongshan,"1,199,193"
China,2018,"1,427,647,786",Fuzhou,"1,179,720"
China,2018,"1,427,647,786",Guiyang,"1,171,633"
China,2018,"1,427,647,786",Lijiang,"1,137,600"
China,2018,"1,427,647,786",Datong,"1,052,678"
China,2018,"1,427,647,786",Changshu City,"1,047,700"
China,2018,"1,427,647,786",Xianyang,"1,034,081"
China,2018,"1,427,647,786",Huainan,"1,027,655"
China,2018,"1,427,647,786",Jieyang,"1,001,985"
China,2018,"1,427,647,786",Zhu Cheng City,"1,000,000"
China,2018,"1,427,647,786",Baoding,"995,652"
China,2018,"1,427,647,786",Benxi,"987,717"
China,2018,"1,427,647,786",Changzhou,"949,018"
China,2018,"1,427,647,786",Huaibei,"903,039"
Ethiopia,2018,"109,224,414",Addis Ababa,"2,757,729"
Ethiopia,2018,"109,224,414",Dire Dawa,"252,279"
Ethiopia,2018,"109,224,414",Mek'ele,"215,546"
Ethiopia,2018,"109,224,414",Nazret,"213,995"
Ethiopia,2018,"109,224,414",Bahir Dar,"168,899"
Ethiopia,2018,"109,224,414",Gondar,"153,914"
Ethiopia,2018,"109,224,414",Dese,"136,056"
Ethiopia,2018,"109,224,414",Hawassa,"133,097"
Ethiopia,2018,"109,224,414",Jimma,"128,306"
Ethiopia,2018,"109,224,414",Bishoftu,"104,215"
Ethiopia,2018,"109,224,414",Kombolcha,"93,605"
Ethiopia,2018,"109,224,414",Harar,"90,218"
Ethiopia,2018,"109,224,414",Sodo,"86,050"
Ethiopia,2018,"109,224,414",Shashemene,"85,871"
Ethiopia,2018,"109,224,414",Hosa'ina,"75,963"
Ethiopia,2018,"109,224,414",Arba Minch,"69,622"
Ethiopia,2018,"109,224,414",Adigrat,"65,000"
Ethiopia,2018,"109,224,414",Debre Mark'os,"59,920"
Ethiopia,2018,"109,224,414",Debre Birhan,"57,787"
Ethiopia,2018,"109,224,414",Jijiga,"56,821"
Ethiopia,2018,"109,224,414",Inda Silase,"50,078"
Ethiopia,2018,"109,224,414",Ziway,"49,416"
Ethiopia,2018,"109,224,414",Dila,"47,021"
Ethiopia,2018,"109,224,414",Hagere Hiywet,"43,920"
Ethiopia,2018,"109,224,414",Gambela,"42,366"
Ethiopia,2018,"109,224,414",Axum,"41,249"
Ethiopia,2018,"109,224,414",Waliso,"38,394"
Ethiopia,2018,"109,224,414",Yirga `Alem,"36,292"
Ethiopia,2018,"109,224,414",Mojo,"34,547"
Ethiopia,2018,"109,224,414",Goba,"34,369"
Ethiopia,2018,"109,224,414",Shakiso,"34,078"
Ethiopia,2018,"109,224,414",Felege Neway,"33,429"
Bangladesh,2018,"161,376,708",Dhaka,"10,356,500"
Ethiopia,2018,"109,224,414",Areka,"33,150"
Ethiopia,2018,"109,224,414",Boditi,"32,997"
Ethiopia,2018,"109,224,414",Debre Tabor,"32,659"
Ethiopia,2018,"109,224,414",Jinka,"32,115"
Ethiopia,2018,"109,224,414",Gimbi,"31,809"
Ethiopia,2018,"109,224,414",Asbe Teferi,"30,772"
Ethiopia,2018,"109,224,414",Korem,"30,633"
Ethiopia,2018,"109,224,414",Asosa,"30,512"
Ethiopia,2018,"109,224,414",Butajira,"30,502"
Ethiopia,2018,"109,224,414",Metu,"29,648"
Ethiopia,2018,"109,224,414",Agaro,"28,268"
Ethiopia,2018,"109,224,414",Kibre Mengist,"27,854"
Ethiopia,2018,"109,224,414",Maych'ew,"27,186"
Ethiopia,2018,"109,224,414",Werota,"26,813"
Ethiopia,2018,"109,224,414",Dembi Dolo,"26,748"
Ethiopia,2018,"109,224,414",Dubti,"26,370"
Ethiopia,2018,"109,224,414",Fiche,"25,758"
Ethiopia,2018,"109,224,414",K'olito,"25,614"
Ethiopia,2018,"109,224,414",Mendi,"25,239"
Ethiopia,2018,"109,224,414",Debark',"24,700"
Ethiopia,2018,"109,224,414",Tippi,"24,169"
Ethiopia,2018,"109,224,414",Kemise,"23,861"
Ethiopia,2018,"109,224,414",Asasa,"23,790"
Ethiopia,2018,"109,224,414",Genet,"23,753"
Ethiopia,2018,"109,224,414",Finote Selam,"23,463"
Ethiopia,2018,"109,224,414",Metahara,"23,403"
Ethiopia,2018,"109,224,414",Dodola,"23,116"
Ethiopia,2018,"109,224,414",Addiet Canna,"22,946"
Ethiopia,2018,"109,224,414",Adis Zemen,"22,522"
Ethiopia,2018,"109,224,414",Hagere Maryam,"22,105"
Bangladesh,2018,"161,376,708",Chittagong,"3,920,222"
Bangladesh,2018,"161,376,708",Khulna,"1,342,339"
Bangladesh,2018,"161,376,708",Rajshahi,"700,133"
Bangladesh,2018,"161,376,708",Comilla,"389,411"
Bangladesh,2018,"161,376,708",Shibganj,"378,701"
Bangladesh,2018,"161,376,708",Natore,"369,138"
Bangladesh,2018,"161,376,708",Rangpur,"343,122"
Bangladesh,2018,"161,376,708",Tungi,"337,579"
Bangladesh,2018,"161,376,708",Narsingdi,"281,080"
Bangladesh,2018,"161,376,708",Bagerhat,"266,388"
Bangladesh,2018,"161,376,708",Cox's Bazar,"253,788"
Bangladesh,2018,"161,376,708",Jessore,"243,987"
Bangladesh,2018,"161,376,708",Nagarpur,"238,422"
Bangladesh,2018,"161,376,708",Sylhet,"237,000"
Bangladesh,2018,"161,376,708",Mymensingh,"225,126"
Bangladesh,2018,"161,376,708",Narayanganj,"223,622"
Bangladesh,2018,"161,376,708",Bogra,"210,000"
Bangladesh,2018,"161,376,708",Dinajpur,"206,234"
Bangladesh,2018,"161,376,708",Barisal,"202,242"
Bangladesh,2018,"161,376,708",Saidpur,"199,422"
Bangladesh,2018,"161,376,708",Par Naogaon,"192,464"
Bangladesh,2018,"161,376,708",Pabna,"186,781"
Bangladesh,2018,"161,376,708",Paltan,"184,492"
Bangladesh,2018,"161,376,708",Tangail,"180,144"
Bangladesh,2018,"161,376,708",Jamalpur,"167,900"
Bangladesh,2018,"161,376,708",Puthia,"159,406"
Bangladesh,2018,"161,376,708",Nawabganj,"142,361"
Bangladesh,2018,"161,376,708",Kushtia,"135,724"
Bangladesh,2018,"161,376,708",Sonargaon,"130,000"
Bangladesh,2018,"161,376,708",Satkhira,"128,918"
Bangladesh,2018,"161,376,708",Sirajganj,"127,481"
Bangladesh,2018,"161,376,708",Faridpur,"112,187"
Bangladesh,2018,"161,376,708",Sherpur,"107,419"
Bangladesh,2018,"161,376,708",Bhairab Bazar,"105,457"
Ethiopia,2018,"109,224,414",Bure,"22,038"
Ethiopia,2018,"109,224,414",Robit,"20,679"
Ethiopia,2018,"109,224,414",Asaita,"20,342"
Ethiopia,2018,"109,224,414",Bedele,"20,293"
Ethiopia,2018,"109,224,414",Nejo,"20,166"
Ethiopia,2018,"109,224,414",Sebeta,"19,533"
Ethiopia,2018,"109,224,414",Bati,"19,260"
Ethiopia,2018,"109,224,414",Bonga,"18,973"
Brazil,2018,"209,469,323",Sao Paulo,"10,021,295"
Mexico,2018,"126,190,788",Mexico City,"12,294,193"
Bangladesh,2018,"161,376,708",Shahzadpur,"102,420"
Bangladesh,2018,"161,376,708",Bhola,"99,079"
Bangladesh,2018,"161,376,708",Azimpur,"96,641"
Bangladesh,2018,"161,376,708",Kishorganj,"90,690"
Bangladesh,2018,"161,376,708",Bibir Hat,"89,030"
Bangladesh,2018,"161,376,708",Habiganj,"88,760"
Bangladesh,2018,"161,376,708",Madaripur,"84,789"
Bangladesh,2018,"161,376,708",Feni,"84,028"
Bangladesh,2018,"161,376,708",Laksham,"82,290"
Bangladesh,2018,"161,376,708",Ishurdi,"81,995"
Bangladesh,2018,"161,376,708",Sarishabari,"81,325"
Bangladesh,2018,"161,376,708",Netrakona,"79,016"
Bangladesh,2018,"161,376,708",Joypur Hat,"73,068"
Bangladesh,2018,"161,376,708",Thakurgaon,"71,096"
Bangladesh,2018,"161,376,708",Palang,"67,652"
Bangladesh,2018,"161,376,708",Lalmonirhat,"65,127"
Bangladesh,2018,"161,376,708",Raipur,"64,652"
Bangladesh,2018,"161,376,708",Tungipara,"62,210"
Bangladesh,2018,"161,376,708",Lakshmipur,"61,703"
Bangladesh,2018,"161,376,708",Maulavi Bazar,"57,441"
Bangladesh,2018,"161,376,708",Joymontop,"56,000"
Bangladesh,2018,"161,376,708",Ramganj,"55,241"
Bangladesh,2018,"161,376,708",Narail,"55,112"
Bangladesh,2018,"161,376,708",Pirojpur,"54,418"
Bangladesh,2018,"161,376,708",Sandwip,"52,152"
Bangladesh,2018,"161,376,708",Satkania,"52,005"
Bangladesh,2018,"161,376,708",Patiya,"51,360"
Bangladesh,2018,"161,376,708",Khagrachhari,"50,364"
Bangladesh,2018,"161,376,708",Chilmari,"49,736"
Bangladesh,2018,"161,376,708",Nageswari,"49,425"
Bangladesh,2018,"161,376,708",Panchagarh,"48,531"
Bangladesh,2018,"161,376,708",Uttar Char Fasson,"48,305"
Bangladesh,2018,"161,376,708",Parbatipur,"48,020"
Bangladesh,2018,"161,376,708",Burhanuddin,"45,670"
Russia,2018,"145,734,038",Moscow,"10,381,222"
Brazil,2018,"209,469,323",Rio de Janeiro,"6,023,699"
Brazil,2018,"209,469,323",Salvador,"2,711,840"
Brazil,2018,"209,469,323",Fortaleza,"2,400,000"
Brazil,2018,"209,469,323",Belo Horizonte,"2,373,224"
Brazil,2018,"209,469,323",Brasilia,"2,207,718"
Brazil,2018,"209,469,323",Curitiba,"1,718,421"
Brazil,2018,"209,469,323",Manaus,"1,598,210"
Brazil,2018,"209,469,323",Recife,"1,478,098"
Brazil,2018,"209,469,323",Belem,"1,407,737"
Brazil,2018,"209,469,323",Porto Alegre,"1,372,741"
Brazil,2018,"209,469,323",Goiania,"1,171,195"
Brazil,2018,"209,469,323",Guarulhos,"1,169,577"
Brazil,2018,"209,469,323",Campinas,"1,031,554"
Brazil,2018,"209,469,323",Nova Iguacu,"1,002,118"
Brazil,2018,"209,469,323",Maceio,"954,991"
Brazil,2018,"209,469,323",Sao Luis,"917,237"
Brazil,2018,"209,469,323",Duque de Caxias,"818,329"
Brazil,2018,"209,469,323",Natal,"763,043"
Brazil,2018,"209,469,323",Teresina,"744,512"
Brazil,2018,"209,469,323",Sao Bernardo do Campo,"743,372"
Brazil,2018,"209,469,323",Campo Grande,"729,151"
Brazil,2018,"209,469,323",Jaboatao,"702,621"
Brazil,2018,"209,469,323",Osasco,"677,856"
Brazil,2018,"209,469,323",Santo Andre,"662,373"
Brazil,2018,"209,469,323",Joao Pessoa,"650,883"
Brazil,2018,"209,469,323",Jaboatao dos Guararapes,"630,008"
Brazil,2018,"209,469,323",Contagem,"627,123"
Brazil,2018,"209,469,323",Ribeirao Preto,"619,746"
Brazil,2018,"209,469,323",Sao Jose dos Campos,"613,764"
Brazil,2018,"209,469,323",Uberlandia,"563,536"
Brazil,2018,"209,469,323",Sorocaba,"558,862"
Brazil,2018,"209,469,323",Cuiaba,"521,934"
Brazil,2018,"209,469,323",Aparecida de Goiania,"510,770"
Brazil,2018,"209,469,323",Aracaju,"490,175"
Mexico,2018,"126,190,788",Iztapalapa,"1,815,786"
Mexico,2018,"126,190,788",Ecatepec de Morelos,"1,655,015"
Mexico,2018,"126,190,788",Guadalajara,"1,495,182"
Mexico,2018,"126,190,788",Puebla,"1,434,062"
Mexico,2018,"126,190,788",Juarez,"1,321,004"
Mexico,2018,"126,190,788",Tijuana,"1,300,983"
Mexico,2018,"126,190,788",Leon de los Aldama,"1,238,962"
Mexico,2018,"126,190,788",Gustavo Adolfo Madero,"1,185,772"
Mexico,2018,"126,190,788",Zapopan,"1,142,483"
Mexico,2018,"126,190,788",Monterrey,"1,135,512"
Mexico,2018,"126,190,788",Ciudad Nezahualcoyotl,"1,104,585"
Mexico,2018,"126,190,788",Chihuahua,"809,232"
Mexico,2018,"126,190,788",Naucalpan de Juarez,"792,211"
Mexico,2018,"126,190,788",Merida,"777,615"
Mexico,2018,"126,190,788",Alvaro Obregon,"726,664"
Mexico,2018,"126,190,788",San Luis Potosi,"722,772"
Mexico,2018,"126,190,788",Aguascalientes,"722,250"
Mexico,2018,"126,190,788",Hermosillo,"715,061"
Mexico,2018,"126,190,788",Saltillo,"709,671"
Mexico,2018,"126,190,788",Mexicali,"689,775"
Mexico,2018,"126,190,788",Culiacan,"675,773"
Mexico,2018,"126,190,788",Guadalupe,"673,616"
Mexico,2018,"126,190,788",Acapulco de Juarez,"673,479"
Mexico,2018,"126,190,788",Tlalnepantla,"653,410"
Mexico,2018,"126,190,788",Cancun,"628,306"
Mexico,2018,"126,190,788",Santiago de Queretaro,"626,495"
Mexico,2018,"126,190,788",Coyoacan,"620,416"
Mexico,2018,"126,190,788",Santa Maria Chimalhuacan,"612,383"
Mexico,2018,"126,190,788",Torreon,"608,836"
Bangladesh,2018,"161,376,708",Kaliganj,"45,631"
Nigeria,2018,"195,874,683",Lagos,"9,000,000"
Russia,2018,"145,734,038",Saint Petersburg,"5,028,000"
Russia,2018,"145,734,038",Novosibirsk,"1,419,007"
Russia,2018,"145,734,038",Yekaterinburg,"1,349,772"
Russia,2018,"145,734,038",Nizhniy Novgorod,"1,284,164"
Russia,2018,"145,734,038",Samara,"1,134,730"
Russia,2018,"145,734,038",Omsk,"1,129,281"
Russia,2018,"145,734,038",Kazan,"1,104,738"
Russia,2018,"145,734,038",Rostov-na-Donu,"1,074,482"
Russia,2018,"145,734,038",Chelyabinsk,"1,062,919"
Russia,2018,"145,734,038",Ufa,"1,033,338"
Russia,2018,"145,734,038",Volgograd,"1,011,417"
Russia,2018,"145,734,038",Perm,"982,419"
Russia,2018,"145,734,038",Krasnoyarsk,"927,200"
Russia,2018,"145,734,038",Saratov,"863,725"
Russia,2018,"145,734,038",Voronezh,"848,752"
Russia,2018,"145,734,038",Tol'yatti,"702,879"
Russia,2018,"145,734,038",Krasnodar,"649,851"
Russia,2018,"145,734,038",Ulyanovsk,"640,680"
Russia,2018,"145,734,038",Izhevsk,"631,038"
Russia,2018,"145,734,038",Yaroslavl,"606,730"
Russia,2018,"145,734,038",Barnaul,"599,579"
Russia,2018,"145,734,038",Vladivostok,"587,022"
Russia,2018,"145,734,038",Irkutsk,"586,695"
Russia,2018,"145,734,038",Khabarovsk,"579,000"
Russia,2018,"145,734,038",Khabarovsk Vtoroy,"578,303"
Russia,2018,"145,734,038",Orenburg,"550,204"
Russia,2018,"145,734,038",Novokuznetsk,"539,616"
Russia,2018,"145,734,038",Ryazan',"520,173"
Russia,2018,"145,734,038",Tyumen,"519,119"
Brazil,2018,"209,469,323",Feira de Santana,"481,911"
Brazil,2018,"209,469,323",Londrina,"471,832"
Brazil,2018,"209,469,323",Juiz de Fora,"470,193"
Brazil,2018,"209,469,323",Belford Roxo,"466,096"
Brazil,2018,"209,469,323",Joinville,"461,304"
Brazil,2018,"209,469,323",Niteroi,"456,456"
Brazil,2018,"209,469,323",Sao Joao de Meriti,"454,849"
Brazil,2018,"209,469,323",Ananindeua,"433,956"
Brazil,2018,"209,469,323",Florianopolis,"412,724"
Brazil,2018,"209,469,323",Santos,"411,403"
Brazil,2018,"209,469,323",Ribeirao das Neves,"406,802"
Brazil,2018,"209,469,323",Vila Velha,"394,930"
Brazil,2018,"209,469,323",Serra,"394,153"
Brazil,2018,"209,469,323",Diadema,"390,633"
Brazil,2018,"209,469,323",Campos dos Goytacazes,"387,417"
Brazil,2018,"209,469,323",Maua,"386,069"
Brazil,2018,"209,469,323",Betim,"384,000"
Brazil,2018,"209,469,323",Caxias do Sul,"381,270"
Brazil,2018,"209,469,323",Sao Jose do Rio Preto,"374,699"
Brazil,2018,"209,469,323",Olinda,"366,754"
Brazil,2018,"209,469,323",Carapicuiba,"361,112"
Brazil,2018,"209,469,323",Campina Grande,"348,936"
Brazil,2018,"209,469,323",Piracicaba,"342,209"
Brazil,2018,"209,469,323",Macapa,"338,936"
Brazil,2018,"209,469,323",Itaquaquecetuba,"336,679"
Brazil,2018,"209,469,323",Bauru,"335,024"
Brazil,2018,"209,469,323",Montes Claros,"332,379"
Brazil,2018,"209,469,323",Canoas,"328,291"
Brazil,2018,"209,469,323",Mogi das Cruzes,"325,746"
Brazil,2018,"209,469,323",Sao Vicente,"324,457"
Mexico,2018,"126,190,788",Morelia,"597,511"
Mexico,2018,"126,190,788",Reynosa,"589,466"
Mexico,2018,"126,190,788",Tlaquepaque,"575,942"
Mexico,2018,"126,190,788",Tlalpan,"574,577"
Mexico,2018,"126,190,788",Tuxtla,"537,102"
Mexico,2018,"126,190,788",Cuauhtemoc,"531,831"
Mexico,2018,"126,190,788",Victoria de Durango,"518,709"
Mexico,2018,"126,190,788",Toluca,"489,333"
Mexico,2018,"126,190,788",Ciudad Lopez Mateos,"489,160"
Mexico,2018,"126,190,788",Cuautitlan Izcalli,"484,573"
Mexico,2018,"126,190,788",Ciudad Apodaca,"467,157"
Mexico,2018,"126,190,788",Heroica Matamoros,"449,815"
Mexico,2018,"126,190,788",San Nicolas de los Garza,"443,273"
Mexico,2018,"126,190,788",Venustiano Carranza,"430,978"
Mexico,2018,"126,190,788",Veracruz,"428,323"
Mexico,2018,"126,190,788",Xalapa de Enriquez,"424,755"
Mexico,2018,"126,190,788",Azcapotzalco,"414,711"
Mexico,2018,"126,190,788",Tonala,"408,759"
Mexico,2018,"126,190,788",Xochimilco,"407,885"
Mexico,2018,"126,190,788",Benito Juarez,"385,439"
Mexico,2018,"126,190,788",Iztacalco,"384,326"
Mexico,2018,"126,190,788",Mazatlan,"381,583"
Mexico,2018,"126,190,788",Irapuato,"380,941"
Mexico,2018,"126,190,788",Nuevo Laredo,"373,725"
Mexico,2018,"126,190,788",Miguel Hidalgo,"372,889"
Mexico,2018,"126,190,788",Xico,"356,352"
Mexico,2018,"126,190,788",Benito Juarez,"355,017"
Mexico,2018,"126,190,788",Villahermosa,"353,577"
Mexico,2018,"126,190,788",Ciudad General Escobedo,"352,444"
Mexico,2018,"126,190,788",Celaya,"340,387"
Mexico,2018,"126,190,788",Cuernavaca,"338,650"
Mexico,2018,"126,190,788",Tepic,"332,863"
Nigeria,2018,"195,874,683",Kano,"3,626,068"
Nigeria,2018,"195,874,683",Ibadan,"3,565,108"
Nigeria,2018,"195,874,683",Kaduna,"1,582,102"
Nigeria,2018,"195,874,683",Port Harcourt,"1,148,665"
Nigeria,2018,"195,874,683",Benin City,"1,125,058"
Nigeria,2018,"195,874,683",Maiduguri,"1,112,449"
Nigeria,2018,"195,874,683",Zaria,"975,153"
Nigeria,2018,"195,874,683",Aba,"897,560"
Nigeria,2018,"195,874,683",Jos,"816,824"
Nigeria,2018,"195,874,683",Ilorin,"814,192"
Nigeria,2018,"195,874,683",Oyo,"736,072"
Nigeria,2018,"195,874,683",Enugu,"688,862"
Nigeria,2018,"195,874,683",Abeokuta,"593,100"
Nigeria,2018,"195,874,683",Abuja,"590,400"
Nigeria,2018,"195,874,683",Sokoto,"563,861"
Nigeria,2018,"195,874,683",Onitsha,"561,066"
Nigeria,2018,"195,874,683",Warri,"536,023"
Nigeria,2018,"195,874,683",Ebute Ikorodu,"535,619"
Nigeria,2018,"195,874,683",Okene,"479,178"
Nigeria,2018,"195,874,683",Calabar,"461,796"
Nigeria,2018,"195,874,683",Uyo,"436,606"
Nigeria,2018,"195,874,683",Katsina,"432,149"
Nigeria,2018,"195,874,683",Ado-Ekiti,"424,340"
Nigeria,2018,"195,874,683",Akure,"420,594"
Nigeria,2018,"195,874,683",Bauchi,"316,149"
Nigeria,2018,"195,874,683",Ikeja,"313,196"
Nigeria,2018,"195,874,683",Makurdi,"292,645"
Nigeria,2018,"195,874,683",Minna,"291,905"
Nigeria,2018,"195,874,683",Efon-Alaaye,"279,319"
Nigeria,2018,"195,874,683",Ilesa,"277,904"
Nigeria,2018,"195,874,683",Owo,"276,574"
Nigeria,2018,"195,874,683",Umuahia,"264,662"
Indonesia,2018,"267,670,543",Jakarta,"8,540,121"
Russia,2018,"145,734,038",Lipetsk,"515,655"
Russia,2018,"145,734,038",Penza,"512,602"
Russia,2018,"145,734,038",Naberezhnyye Chelny,"509,870"
Russia,2018,"145,734,038",Kalininskiy,"504,641"
Russia,2018,"145,734,038",Astrakhan,"502,533"
Russia,2018,"145,734,038",Makhachkala,"497,959"
Russia,2018,"145,734,038",Tomsk,"485,519"
Russia,2018,"145,734,038",Kemerovo,"477,090"
Russia,2018,"145,734,038",Tula,"468,825"
Russia,2018,"145,734,038",Kirov,"457,383"
Russia,2018,"145,734,038",Cheboksary,"446,781"
Russia,2018,"145,734,038",Kaliningrad,"434,954"
Russia,2018,"145,734,038",Bryansk,"427,236"
Russia,2018,"145,734,038",Ivanovo,"420,839"
Russia,2018,"145,734,038",Magnitogorsk,"413,351"
Russia,2018,"145,734,038",Kursk,"409,431"
Russia,2018,"145,734,038",Tver,"400,212"
Russia,2018,"145,734,038",Nizhny Tagil,"381,116"
Russia,2018,"145,734,038",Stavropol',"363,064"
Russia,2018,"145,734,038",Ulan-Ude,"360,278"
